year,state,city,population,violent_crime,murder_and_non_negligent_man_slaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,crime_index_total,modified_crime_index_total
2003,NEW HAMPSHIRE2,Lebanon,12915,4,0,0,0,4,182,23,154,5,1,,
2003,NEW HAMPSHIRE2,Londonderry,24459,23,0,2,8,13,297,48,214,35,6,,
2003,NEW HAMPSHIRE2,Manchester,109472,301,4,61,158,78,3414,659,2431,324,33,,
2003,NEW HAMPSHIRE2,Merrimack,26710,0,0,0,0,0,298,24,262,12,0,,
2003,NEW HAMPSHIRE2,Milford,14160,22,0,6,3,13,209,29,166,14,4,,
2003,NEW HAMPSHIRE2,Pelham,11788,9,0,1,2,6,221,54,144,23,0,,
2003,NEW HAMPSHIRE2,Portsmouth,21257,63,0,10,15,38,622,64,507,51,14,,
2003,NEW HAMPSHIRE2,Rochester,29641,75,1,40,12,22,789,85,682,22,1,,
2003,NEW HAMPSHIRE2,Somersworth,11874,21,0,1,11,9,493,35,441,17,6,,
2003,NEW HAMPSHIRE2,Windham,11969,9,0,1,0,8,200,67,115,18,3,,
2003,,,,, , ,,,,,,,,,
2003,NEW JERSEY,Aberdeen Township,18722,29,0,2,7,20,312,75,211,26,3,,
2003,NEW JERSEY,Asbury Park,16889,377,2,7,182,186,913,261,562,90,2,,
2003,NEW JERSEY,Atlantic City,40397,600,5,23,276,296,4854,596,4094,164,6,,
2003,NEW JERSEY,Barnegat Township,16497,42,0,2,5,35,208,32,168,8,2,,
2003,NEW JERSEY,Bayonne,61950,245,1,9,93,142,1049,212,672,165,4,,
2003,NEW JERSEY,Beachwood,10688,14,0,0,0,14,175,27,142,6,0,,
2003,NEW JERSEY,Belleville,36066,133,1,11,42,79,1045,230,503,312,2,,
2003,NEW JERSEY,Bellmawr,11328,20,1,0,10,9,213,48,144,21,0,,
2003,NEW JERSEY,Bergenfield,26362,26,0,0,12,14,290,42,230,18,1,,
2003,NEW JERSEY,Berkeley Heights Township,13678,4,0,1,0,3,125,37,80,8,1,,
2003,NEW JERSEY,Berkeley Township,42181,61,0,4,8,49,604,107,470,27,7,,
2003,NEW JERSEY,Bernards Township,25605,6,0,1,3,2,165,54,104,7,6,,
2003,NEW JERSEY,Bloomfield,47792,165,0,5,94,66,1891,273,1052,566,6,,
2003,NEW JERSEY,Bound Brook,10252,9,0,2,5,2,284,64,209,11,3,,
2003,NEW JERSEY,Branchburg Township,14950,5,0,2,2,1,113,16,91,6,0,,
2003,NEW JERSEY,Brick Township,78269,91,0,0,14,77,1296,250,999,47,3,,
2003,NEW JERSEY,Bridgeton,22780,385,6,21,125,233,1032,320,613,99,1,,
2003,NEW JERSEY,Bridgewater Township,44377,19,0,0,8,11,659,92,516,51,0,,
2003,NEW JERSEY,Brigantine,12675,15,0,0,1,14,184,66,107,11,0,,
2003,NEW JERSEY,Burlington Township,21500,41,0,5,22,14,490,57,398,35,4,,
2003,NEW JERSEY,Camden,80132,1925,41,56,856,972,5279,1459,2671,1149,201,,
2003,NEW JERSEY,Carteret,21761,75,0,11,21,43,411,96,247,68,1,,
2003,NEW JERSEY,Cedar Grove Township,12397,8,0,0,0,8,242,31,190,21,0,,
2003,NEW JERSEY,Chatham Township,10111,2,0,0,1,1,77,17,58,2,0,,
2003,NEW JERSEY,Cherry Hill Township,70702,107,0,8,39,60,2180,197,1804,179,6,,
2003,NEW JERSEY,Cinnaminson Township,14928,21,1,0,9,11,390,52,303,35,4,,
2003,NEW JERSEY,Clark Township,14862,10,0,0,1,9,184,29,140,15,1,,
2003,NEW JERSEY,Cliffside Park,23083,36,0,1,4,31,186,37,126,23,0,,
2003,NEW JERSEY,Clifton,80072,197,0,11,84,102,2068,329,1355,384,4,,
2003,NEW JERSEY,Collingswood,14341,43,0,8,17,18,407,80,291,36,2,,
2003,NEW JERSEY,Colts Neck Township,12735,15,0,1,1,13,103,17,80,6,1,,
2003,NEW JERSEY,Cranford Township,22927,19,0,7,3,9,299,46,235,18,0,,
2003,NEW JERSEY,Delran Township,16161,23,0,0,10,13,385,65,296,24,0,,
2003,NEW JERSEY,Denville Township,15991,11,0,0,2,9,189,37,147,5,0,,
2003,NEW JERSEY,Deptford Township,27566,136,2,1,46,87,1408,225,1080,103,6,,
2003,NEW JERSEY,Dover,18209,55,0,2,19,34,371,98,245,28,1,,
2003,NEW JERSEY,Dover Township,93410,150,1,12,38,99,2070,329,1658,83,22,,
2003,NEW JERSEY,Dumont,17631,14,0,1,2,11,194,29,157,8,0,,
2003,NEW JERSEY,East Brunswick Township,48351,37,1,4,13,19,972,143,752,77,4,,
2003,NEW JERSEY,East Hanover Township,11498,11,0,0,1,10,293,27,242,24,0,,
2003,NEW JERSEY,East Orange,70141,1394,22,30,647,695,4757,1059,1930,1768,78,,
2003,NEW JERSEY,East Windsor Township,26658,29,1,3,9,16,420,81,311,28,2,,
2003,NEW JERSEY,Eatontown,14165,31,0,1,10,20,559,54,489,16,1,,
2003,NEW JERSEY,Edison Township,100484,285,1,11,115,158,2633,465,1755,413,11,,
2003,NEW JERSEY,Egg Harbor Township,33569,111,1,13,30,67,1086,245,793,48,16,,
2003,NEW JERSEY,Elizabeth,123970,757,14,14,525,204,5730,1118,2956,1656,16,,
2003,NEW JERSEY,Elmwood Park,19067,52,0,2,27,23,495,67,385,43,0,,
2003,NEW JERSEY,Englewood,26305,68,1,6,27,34,525,121,344,60,7,,
2003,NEW JERSEY,Evesham Township,44804,32,1,10,10,11,721,127,558,36,9,,
2003,NEW JERSEY,Ewing Township,36355,120,0,14,55,51,1078,178,772,128,2,,
2003,NEW JERSEY,Fair Lawn,31808,32,1,2,9,20,401,68,313,20,0,,
2003,NEW JERSEY,Fairview,13438,20,0,0,0,20,97,17,52,28,0,,
2003,NEW JERSEY,Florence Township,11242,21,0,2,9,10,149,39,92,18,6,,
2003,NEW JERSEY,Florham Park,12316,6,0,2,1,3,128,14,101,13,0,,
2003,NEW JERSEY,Fort Lee,37170,8,0,1,7,0,513,101,365,47,2,,
2003,NEW JERSEY,Franklin Lakes,11117,1,0,0,0,1,137,17,120,0,0,,
2003,NEW JERSEY,Franklin Township (Gloucester County),15898,33,1,0,7,25,319,112,174,33,4,,
2003,NEW JERSEY,Franklin Township (Somerset County),55970,85,0,7,49,29,986,269,621,96,8,,
2003,NEW JERSEY,Freehold,11571,55,2,3,15,35,339,66,261,12,2,,
2003,NEW JERSEY,Freehold Township,33519,49,0,5,17,27,908,70,808,30,5,,
2003,NEW JERSEY,Galloway Township,33781,67,5,5,18,39,660,121,503,36,16,,
2003,NEW JERSEY,Garfield,29932,55,1,0,27,27,604,92,372,140,2,,
2003,NEW JERSEY,Glassboro,19157,87,2,8,32,45,731,153,549,29,4,,
2003,NEW JERSEY,Glen Rock,11592,7,0,0,3,4,128,26,102,0,0,,
2003,NEW JERSEY,Gloucester City,11521,29,1,2,13,13,312,58,223,31,1,,
2003,NEW JERSEY,Gloucester Township,66056,197,0,23,48,126,1564,390,1063,111,20,,
2003,NEW JERSEY,Guttenberg,11137,68,0,1,28,39,200,64,118,18,9,,
2003,NEW JERSEY,Hackensack,43769,155,1,2,65,87,1134,95,889,150,3,,
2003,NEW JERSEY,Hackettstown,10820,14,0,1,3,10,151,17,126,8,0,,
2003,NEW JERSEY,Haddonfield,11705,6,1,1,3,1,151,10,138,3,1,,
2003,NEW JERSEY,Haddon Township,14776,21,0,2,8,11,354,70,258,26,2,,
2003,NEW JERSEY,Hamilton Township (Atlantic County),22091,62,1,4,19,38,863,114,706,43,9,,
2003,NEW JERSEY,Hamilton Township (Mercer County),89392,118,1,3,77,37,1735,344,1149,242,4,,
2003,NEW JERSEY,Hammonton,12912,24,0,0,7,17,286,52,221,13,1,,
2003,NEW JERSEY,Hanover Township,12990,12,0,1,6,5,145,53,81,11,3,,
2003,NEW JERSEY,Harrison,14459,52,0,0,23,29,361,61,174,126,2,,
2003,NEW JERSEY,Hasbrouck Heights,11712,10,0,0,5,5,145,18,111,16,0,,
2003,NEW JERSEY,Hawthorne,18452,14,0,0,10,4,252,50,181,21,0,,
2003,NEW JERSEY,Hazlet Township,21523,4,0,0,2,2,268,23,216,29,0,,
2003,NEW JERSEY,Highland Park,14305,14,0,1,6,7,250,69,160,21,0,,
2003,NEW JERSEY,Hillsborough Township,37918,19,0,3,5,11,420,92,312,16,4,,
2003,NEW JERSEY,Hillsdale,10156,5,0,0,2,3,102,9,89,4,0,,
2003,NEW JERSEY,Hillside Township,22116,103,3,6,55,39,890,230,430,230,1,,
2003,NEW JERSEY,Hoboken,39728,140,1,2,62,75,1493,375,855,263,1,,
2003,NEW JERSEY,Holmdel Township,16671,10,0,0,3,7,261,24,227,10,0,,
2003,NEW JERSEY,Hopatcong,16069,10,0,2,0,8,158,30,121,7,4,,
2003,NEW JERSEY,Hopewell Township,16688,8,0,2,0,6,79,17,58,4,0,,
2003,NEW JERSEY,Howell Township,50318,68,0,2,12,54,558,71,449,38,4,,
2003,NEW JERSEY,Irvington,60855,1497,27,45,766,659,3613,898,1266,1449,23,,
2003,NEW JERSEY,Jackson Township,47846,37,1,2,4,30,572,89,433,50,11,,
2003,NEW JERSEY,Jefferson Township,20027,8,0,0,3,5,201,48,145,8,2,,
2003,NEW JERSEY,Jersey City,241443,2927,24,98,1416,1389,8814,2191,4564,2059,50,,
2003,NEW JERSEY,Keansburg,10873,63,0,0,12,51,291,66,205,20,2,,
2003,NEW JERSEY,Kearny,40526,97,1,4,46,46,1209,232,770,207,8,,
2003,NEW JERSEY,Lacey Township,26317,21,0,0,5,16,476,78,372,26,0,,
2003,NEW JERSEY,Lakewood Township,65585,194,2,12,78,102,1596,448,1031,117,8,,
2003,NEW JERSEY,Lawrence Township,30689,75,0,4,29,42,978,136,765,77,2,,
2003,NEW JERSEY,Lincoln Park,10928,2,0,0,1,1,80,21,51,8,2,,
2003,NEW JERSEY,Linden,40226,110,3,0,65,42,1804,281,1139,384,7,,
2003,NEW JERSEY,Lindenwold,17491,115,3,9,49,54,712,264,375,73,5,,
2003,NEW JERSEY,Little Egg Harbor Township,17794,27,0,2,1,24,388,64,308,16,4,,
2003,NEW JERSEY,Little Falls Township,12002,23,0,3,4,16,402,82,276,44,1,,
2003,NEW JERSEY,Little Ferry,10865,8,0,1,1,6,117,17,75,25,0,,
2003,NEW JERSEY,Livingston Township,27871,29,0,3,6,20,528,66,411,51,2,,
2003,NEW JERSEY,Lodi,24276,34,2,0,9,23,416,48,296,72,1,,
2003,NEW JERSEY,Long Branch,31748,139,1,4,55,79,773,291,433,49,5,,
2003,NEW JERSEY,Lower Township,22785,38,0,4,7,27,511,105,372,34,9,,
2003,NEW JERSEY,Lumberton Township,11698,24,0,2,7,15,384,46,324,14,5,,
2003,NEW JERSEY,Lyndhurst Township,19536,20,0,1,9,10,373,60,267,46,0,,
2003,NEW JERSEY,Madison,15442,11,0,3,2,6,149,23,118,8,2,,
2003,NEW JERSEY,Mahwah Township,24503,25,0,0,5,20,203,11,181,11,1,,
2003,NEW JERSEY,Manalapan Township,35665,21,1,0,6,14,277,50,216,11,1,,
2003,NEW JERSEY,Manchester Township,41663,25,0,0,5,20,367,73,280,14,3,,
2003,NEW JERSEY,Mantua Township,14281,19,1,3,6,9,333,65,245,23,0,,
2003,NEW JERSEY,Manville,10508,8,1,0,2,5,250,30,207,13,1,,
2003,NEW JERSEY,Maple Shade Township,19262,52,0,10,17,25,421,78,273,70,2,,
2003,NEW JERSEY,Maplewood Township,23944,84,1,5,46,32,693,99,439,155,0,,
2003,NEW JERSEY,Marlboro Township,38539,15,1,1,6,7,374,71,287,16,4,,
2003,NEW JERSEY,Medford Township,23176,12,0,0,2,10,335,71,238,26,5,,
2003,NEW JERSEY,Metuchen,13316,16,0,1,4,11,249,66,167,16,0,,
2003,NEW JERSEY,Middlesex,14052,15,0,0,4,11,183,20,149,14,1,,
2003,NEW JERSEY,Middle Township,16810,91,1,6,18,66,588,158,388,42,8,,
2003,NEW JERSEY,Middletown Township,66128,37,0,5,4,28,797,164,584,49,0,,
2003,NEW JERSEY,Millburn Township,19904,30,1,2,22,5,715,77,527,111,1,,
2003,NEW JERSEY,Millville,27068,229,3,28,77,121,1480,382,1017,81,16,,
2003,NEW JERSEY,Monroe Township (Gloucester County),29687,45,0,4,17,24,700,176,426,98,4,,
2003,NEW JERSEY,Monroe Township (Middlesex County),30483,16,0,0,2,14,241,32,201,8,1,,
2003,NEW JERSEY,Montclair,39006,126,1,3,55,67,1261,282,674,305,0,,
2003,NEW JERSEY,Montgomery Township,18877,9,0,0,2,7,150,16,126,8,2,,
2003,NEW JERSEY,Montville Township,21177,9,0,1,1,7,223,42,155,26,1,,
2003,NEW JERSEY,Moorestown Township,19803,30,0,3,22,5,470,41,413,16,1,,
2003,NEW JERSEY,Morristown,18936,125,1,5,57,62,666,128,495,43,2,,
2003,NEW JERSEY,Morris Township,21459,16,0,4,0,12,175,30,138,7,0,,
2003,NEW JERSEY,Mount Holly Township,10805,93,2,0,32,59,405,72,311,22,1,,
2003,NEW JERSEY,Mount Laurel Township,40665,42,1,4,16,21,775,144,582,49,6,,
2003,NEW JERSEY,Mount Olive Township,25146,11,0,1,1,9,305,47,245,13,5,,
2003,NEW JERSEY,Neptune Township,32852,111,2,3,41,65,1259,264,881,114,2,,
2003,NEW JERSEY,Newark,278551,2731,81,85,1304,1261,13861,2281,5562,6018,238,,
2003,NEW JERSEY,New Brunswick,49674,336,8,15,188,125,2383,535,1549,299,11,,
2003,NEW JERSEY,New Milford,16478,5,0,1,0,4,96,16,75,5,2,,
2003,NEW JERSEY,New Providence,12112,3,0,0,0,3,127,28,93,6,0,,
2003,NEW JERSEY,North Arlington,15305,24,0,2,7,15,165,26,124,15,1,,
2003,NEW JERSEY,North Bergen Township,59364,135,2,8,73,52,1298,221,781,296,12,,
2003,NEW JERSEY,North Brunswick Township,38342,97,0,2,36,59,1074,193,792,89,9,,
2003,NEW JERSEY,North Plainfield,21308,65,0,11,32,22,546,131,342,73,6,,
2003,NEW JERSEY,Nutley Township,28327,47,1,0,14,32,474,104,314,56,2,,
2003,NEW JERSEY,Oakland,13356,10,0,1,1,8,135,15,116,4,1,,
2003,NEW JERSEY,Ocean City,15603,23,0,2,9,12,875,162,706,7,2,,
2003,NEW JERSEY,Ocean Township (Monmouth County),27464,44,0,2,17,25,712,120,565,27,6,,
2003,NEW JERSEY,Old Bridge Township,63415,74,2,3,23,46,1017,212,658,147,8,,
2003,NEW JERSEY,Orange,33028,406,2,8,234,162,2130,425,943,762,9,,
2003,NEW JERSEY,Palisades Park,17901,20,2,1,7,10,136,37,83,16,1,,
2003,NEW JERSEY,Paramus,26422,96,0,6,38,52,2038,112,1722,204,10,,
2003,NEW JERSEY,Parsippany-Troy Hills Township,51232,25,1,0,11,13,847,204,547,96,3,,
2003,NEW JERSEY,Passaic,68828,770,4,2,355,409,2087,323,1190,574,11,,
2003,NEW JERSEY,Paterson,151593,1241,20,35,674,512,5188,1466,2439,1283,26,,
2003,NEW JERSEY,Pemberton Township,28933,80,0,4,25,51,597,160,391,46,10,,
2003,NEW JERSEY,Pennsauken Township,35983,213,1,14,119,79,1194,261,710,223,11,,
2003,NEW JERSEY,Pennsville Township,13194,27,0,2,4,21,320,32,279,9,1,,
2003,NEW JERSEY,Pequannock Township,14221,5,0,0,0,5,225,22,175,28,4,,
2003,NEW JERSEY,Perth Amboy,48413,232,1,3,89,139,1380,281,863,236,3,,
2003,NEW JERSEY,Phillipsburg,15330,34,0,3,16,15,248,64,161,23,2,,
2003,NEW JERSEY,Pine Hill,11008,40,0,3,10,27,221,45,162,14,4,,
2003,NEW JERSEY,Piscataway Township,51952,77,3,5,21,48,1089,177,843,69,11,,
2003,NEW JERSEY,Plainfield,48543,519,5,17,276,221,1844,452,1033,359,10,,
2003,NEW JERSEY,Plainsboro Township,21105,13,0,1,3,9,185,37,135,13,2,,
2003,NEW JERSEY,Pleasantville,19114,177,4,1,72,100,626,168,399,59,6,,
2003,NEW JERSEY,Point Pleasant,19778,10,0,1,0,9,322,76,239,7,1,,
2003,NEW JERSEY,Pompton Lakes,10958,12,0,2,0,10,150,26,113,11,0,,
2003,NEW JERSEY,Princeton,14315,17,0,0,8,9,461,102,349,10,0,,
2003,NEW JERSEY,Princeton Township,16683,4,0,1,1,2,157,35,119,3,3,,
2003,NEW JERSEY,Rahway,27060,82,2,2,49,29,711,154,457,100,5,,
2003,NEW JERSEY,Ramsey,14579,14,0,2,4,8,173,11,150,12,2,,
2003,NEW JERSEY,Randolph Township,25607,16,0,0,1,15,262,37,218,7,2,,
2003,NEW JERSEY,Raritan Township,21128,11,0,0,2,9,170,23,132,15,0,,
2003,NEW JERSEY,Readington Township,16302,4,0,0,0,4,154,44,102,8,3,,
2003,NEW JERSEY,Red Bank,11905,39,0,3,21,15,274,30,234,10,0,,
2003,NEW JERSEY,Ridgefield,10990,10,0,0,1,9,73,19,33,21,1,,
2003,NEW JERSEY,Ridgefield Park,12895,17,0,5,5,7,224,49,152,23,1,,
2003,NEW JERSEY,Ridgewood,25016,10,0,2,5,3,255,53,199,3,0,,
2003,NEW JERSEY,Ringwood,12696,5,1,0,1,3,87,27,57,3,0,,
2003,NEW JERSEY,River Edge,11050,7,0,1,4,2,115,20,88,7,1,,
2003,NEW JERSEY,Rockaway Township,24636,28,2,1,12,13,488,46,416,26,1,,
2003,NEW JERSEY,Roselle,21660,56,0,3,34,19,508,151,272,85,0,,
2003,NEW JERSEY,Roselle Park,13463,27,0,0,12,15,275,113,139,23,0,,
2003,NEW JERSEY,Roxbury Township,23852,21,0,0,4,17,296,38,234,24,2,,
2003,NEW JERSEY,Rutherford,18148,5,1,0,1,3,258,48,175,35,0,,
2003,NEW JERSEY,Saddle Brook Township,13235,13,0,0,6,7,263,31,200,32,1,,
2003,NEW JERSEY,Sayreville,42002,78,0,9,16,53,755,173,484,98,9,,
2003,NEW JERSEY,Scotch Plains Township,23179,15,0,2,7,6,321,66,229,26,0,,
2003,NEW JERSEY,Secaucus,15971,10,1,0,7,2,744,27,567,150,0,,
2003,NEW JERSEY,Somers Point,11600,33,0,1,7,25,324,82,232,10,2,,
2003,NEW JERSEY,Somerville,12530,30,1,1,9,19,310,61,236,13,1,,
2003,NEW JERSEY,South Brunswick Township,40101,38,1,1,9,27,632,165,408,59,1,,
2003,NEW JERSEY,South Orange,17082,66,0,3,36,27,596,85,292,219,0,,
2003,NEW JERSEY,South Plainfield,23024,47,1,7,15,24,462,77,351,34,5,,
2003,NEW JERSEY,South River,15918,38,0,1,13,24,209,79,113,17,2,,
2003,NEW JERSEY,Sparta Township,18871,10,0,0,1,9,76,8,65,3,0,,
2003,NEW JERSEY,Springfield,14836,17,0,2,10,5,345,37,220,88,2,,
2003,NEW JERSEY,Stafford Township,23918,28,0,5,1,22,513,85,407,21,5,,
2003,NEW JERSEY,Summit,21454,8,0,1,2,5,329,61,239,29,0,,
2003,NEW JERSEY,Teaneck Township,39388,112,0,2,43,67,772,252,480,40,13,,
2003,NEW JERSEY,Tenafly,14029,0,0,0,0,0,144,38,97,9,0,,
2003,NEW JERSEY,Tinton Falls,15797,10,0,2,1,7,244,41,187,16,2,,
2003,NEW JERSEY,Totowa,10066,11,0,1,6,4,339,37,269,33,0,,
2003,NEW JERSEY,Trenton,86130,1518,13,36,645,824,4677,1073,2514,1090,26,,
2003,NEW JERSEY,Union City,67277,332,6,16,176,134,1790,453,893,444,0,,
2003,NEW JERSEY,Union Township,55849,161,1,9,89,62,2022,349,1281,392,2,,
2003,NEW JERSEY,Ventnor City,12898,20,1,1,8,10,291,85,197,9,2,,
2003,NEW JERSEY,Vernon Township,25377,10,0,1,0,9,250,38,202,10,1,,
2003,NEW JERSEY,Verona,13582,9,0,1,1,7,182,50,108,24,0,,
2003,NEW JERSEY,Vineland,56655,416,4,16,169,227,3039,747,2127,165,8,,
2003,NEW JERSEY,Voorhees Township,28629,62,0,9,17,36,770,90,652,28,8,,
2003,NEW JERSEY,Wallington,11618,12,0,1,5,6,168,24,121,23,0,,
2003,NEW JERSEY,Wall Township,26193,31,0,1,6,24,415,91,311,13,1,,
2003,NEW JERSEY,Wanaque,10426,10,0,0,0,10,133,27,97,9,0,,
2003,NEW JERSEY,Warren Township,15300,3,0,0,2,1,136,23,110,3,0,,
2003,NEW JERSEY,Washington Township (Gloucester County),49687,64,0,3,36,25,1224,445,704,75,9,,
2003,NEW JERSEY,Washington Township (Mercer County),10885,7,0,0,1,6,119,19,87,13,1,,
2003,NEW JERSEY,Washington Township (Morris County),18225,7,0,0,0,7,156,38,103,15,1,,
2003,NEW JERSEY,Waterford Township,10686,26,0,4,1,21,149,32,110,7,3,,
2003,NEW JERSEY,Wayne Township,55241,39,0,2,8,29,1480,105,1204,171,1,,
2003,NEW JERSEY,Weehawken Township,13486,34,0,0,21,13,424,69,265,90,1,,
2003,NEW JERSEY,West Caldwell Township,11289,2,0,0,2,0,140,16,115,9,1,,
2003,NEW JERSEY,West Deptford Township,19849,31,0,2,13,16,488,76,383,29,5,,
2003,NEW JERSEY,Westfield,30196,12,0,1,7,4,327,43,271,13,3,,
2003,NEW JERSEY,West Milford Township,27765,19,0,7,2,10,422,125,285,12,3,,
2003,NEW JERSEY,West New York,47146,137,1,0,59,77,936,267,461,208,2,,
2003,NEW JERSEY,West Orange,45512,81,1,1,49,30,1394,270,753,371,2,,
2003,NEW JERSEY,West Paterson,11263,22,0,4,5,13,222,43,150,29,2,,
2003,NEW JERSEY,West Windsor Township,23561,17,0,0,8,9,504,67,398,39,2,,
2003,NEW JERSEY,Westwood,11078,20,0,0,5,15,95,14,77,4,0,,
2003,NEW JERSEY,Willingboro Township,33220,151,2,5,60,84,728,205,449,74,5,,
2003,NEW JERSEY,Winslow Township,35150,167,0,11,27,129,772,214,510,48,12,,
2003,NEW JERSEY,Woodbridge Township,100982,348,4,17,72,255,3275,643,2259,373,31,,
2003,NEW JERSEY,Woodbury,10497,49,1,5,18,25,485,77,374,34,2,,
2003,NEW JERSEY,Wyckoff Township,16956,11,0,0,0,11,124,17,106,1,0,,
2003,,,,, , ,,,,,,,,,
2003,NEW MEXICO,Alamogordo,35477,93,1,4,8,80,927,135,758,34,0,,
2003,NEW MEXICO,Albuquerque,468764,4439,51,263,1080,3045,29294,5543,19663,4088,65,,
2003,NEW MEXICO,Carlsbad,25462,155,1,4,10,140,1310,268,982,60,,,
2003,NEW MEXICO,Deming,14275,99,1,5,7,86,915,287,552,76,7,,
2003,NEW MEXICO,Farmington,40991,434,3,53,24,354,1493,389,974,130,13,,
2003,NEW MEXICO,Gallup,20390,380,0,18,65,297,2458,259,2077,122,3,,
2003,NEW MEXICO,Hobbs,28779,325,1,22,34,268,1788,372,1357,59,,,
2003,NEW MEXICO,Las Cruces,75806,415,1,83,99,232,4089,808,3036,245,13,,
2003,NEW MEXICO,Las Vegas,14373,185,5,11,16,153,835,203,569,63,10,,
2003,NEW MEXICO,Portales,11215,37,0,1,5,31,547,110,419,18,1,,
2003,NEW MEXICO,Rio Rancho,57211,193,1,31,12,149,1353,283,968,102,2,,
2003,NEW MEXICO,Roswell,44522,477,7,41,48,381,3298,724,2444,130,24,,
2003,NEW MEXICO,Santa Fe,65814,387,9,40,104,234,4671,2301,2137,233,25,,
2003,NEW MEXICO,Silver City,10321,48,1,3,6,38,673,168,477,28,0,,
2003,NEW MEXICO,Sunland Park,13738,22,0,0,3,19,192,44,140,8,0,,
2003,,,,,,,,,,,,,,,
2003,NEW YORK,Albany,93938,1160,8,33,383,736,4990,1302,3274,414,44,,
2003,NEW YORK,Amherst Town,111945,120,1,5,40,74,1977,176,1735,66,,,
2003,NEW YORK,Amsterdam,18096,24,0,2,3,19,199,54,141,4,,,
2003,NEW YORK,Auburn,28234,77,0,20,13,44,1012,203,800,9,,,
2003,NEW YORK,Batavia,15967,58,0,7,17,34,762,114,647,1,,,
2003,NEW YORK,Beacon,13978,53,0,4,13,36,289,90,170,29,,,
2003,NEW YORK,Bedford Town,18554,22,0,0,2,20,174,26,131,17,,,
2003,NEW YORK,Bethlehem Town,32053,23,0,2,7,14,491,84,391,16,,,
2003,NEW YORK,Binghamton,46815,182,3,10,77,92,1947,213,1683,51,,,
2003,NEW YORK,Blooming Grove Town,11750,5,0,3,0,2,144,28,103,13,,,
2003,NEW YORK,Brighton Town,35303,25,0,3,18,4,961,144,723,94,,,
2003,NEW YORK,Buffalo,288187,3701,63,203,1625,1810,15862,4154,9180,2528,,,
2003,NEW YORK,Camillus Town and Village,23366,11,0,0,2,9,347,37,301,9,,,
2003,NEW YORK,Carmel Town,34025,20,0,0,6,14,342,49,278,15,,,
2003,NEW YORK,Cheektowaga Town,83006,159,1,19,63,76,2909,366,2323,220,,,
2003,NEW YORK,Cicero Town,26734,9,0,0,1,8,567,101,436,30,,,
2003,NEW YORK,Clarkstown Town,79143,133,0,2,43,88,2050,202,1758,90,,,
2003,NEW YORK,Clay Town,54318,7,0,0,4,3,437,57,378,2,,,
2003,NEW YORK,Cohoes,15359,54,0,1,4,49,192,58,114,20,,,
2003,NEW YORK,Colonie Town,76211,48,0,12,22,14,2746,371,2272,103,,,
2003,NEW YORK,Corning,10734,23,0,5,3,15,375,30,337,8,,,
2003,NEW YORK,Cortland,18831,63,0,15,16,32,563,104,438,21,,,
2003,NEW YORK,Depew Village,16374,19,0,3,7,9,346,49,268,29,,,
2003,NEW YORK,Dewitt Town,22019,43,0,2,18,23,656,127,509,20,,,
2003,NEW YORK,Dobbs Ferry Village,10975,8,0,0,5,3,111,16,84,11,,,
2003,NEW YORK,Dunkirk,12863,44,1,1,15,27,391,55,330,6,,,
2003,NEW YORK,East Aurora-Aurora Town,13978,6,0,1,2,3,162,20,137,5,,,
2003,NEW YORK,Eastchester Town,18795,30,0,0,8,22,358,19,321,18,,,
2003,NEW YORK,East Fishkill Town,27054,38,0,1,2,35,335,55,268,12,,,
2003,NEW YORK,East Greenbush Town,15846,33,0,1,12,20,309,30,272,7,,,
2003,NEW YORK,East Hampton Town,18442,8,0,1,1,6,438,94,325,19,,,
2003,NEW YORK,Endicott Village,12908,40,0,5,3,32,522,72,436,14,,,
2003,NEW YORK,Evans Town,15292,21,1,2,1,17,233,49,174,10,,,
2003,NEW YORK,Fallsburg Town,11480,53,0,3,4,46,178,76,98,4,,,
2003,NEW YORK,Fishkill Town,18780,16,0,3,2,11,306,31,258,17,,,
2003,NEW YORK,Floral Park Village,16001,13,0,0,8,5,103,23,73,7,,,
2003,NEW YORK,Fredonia Village,10668,18,0,2,4,12,273,18,249,6,,,
2003,NEW YORK,Freeport Village,44053,182,1,12,76,93,969,150,614,205,,,
2003,NEW YORK,Fulton City,11701,26,1,1,2,22,506,64,430,12,,,
2003,NEW YORK,Garden City Village,21737,13,0,0,7,6,275,17,241,17,,,
2003,NEW YORK,Gates Town,29221,37,0,1,31,5,1213,128,950,135,,,
2003,NEW YORK,Geddes Town,10891,8,1,0,3,4,244,35,202,7,,,
2003,NEW YORK,Geneva,13580,28,0,3,2,23,375,21,346,8,,,
2003,NEW YORK,Glens Falls,14218,35,0,1,6,28,367,59,299,9,,,
2003,NEW YORK,Gloversville,15280,38,1,3,3,31,640,90,523,27,,,
2003,NEW YORK,Greece Town,94667,74,2,15,42,15,2296,298,1815,183,,,
2003,NEW YORK,Greenburgh Town,43546,51,0,0,28,23,1009,111,824,74,,,
2003,NEW YORK,Guilderland Town,32949,23,0,0,7,16,1047,89,938,20,,,
2003,NEW YORK,Hamburg Town,44191,20,0,1,8,11,649,96,525,28,,,
2003,NEW YORK,Harrison Town,24993,10,0,3,0,7,342,38,297,7,,,
2003,NEW YORK,Haverstraw Town,24624,102,0,3,11,88,307,57,240,10,,,
